case;event;time;resource
6541;W_Nabellen incomplete dossiers;31.01.2012-13:26:39;11049
6541;W_Valideren aanvraag;31.01.2012-14:29:11;10609
6541;W_Nabellen incomplete dossiers;31.01.2012-17:08:18;11119
6541;W_Nabellen incomplete dossiers;31.01.2012-19:06:54;11119
6541;W_Valideren aanvraag;01.02.2012-07:12:16;10609
6542;W_Completeren aanvraag;16.01.2012-13:56:30;10913
6542;W_Nabellen offertes;16.01.2012-14:14:58;10913
6542;W_Nabellen offertes;23.01.2012-14:37:06;10889
6542;W_Nabellen offertes;26.01.2012-14:25:29;10909
6542;W_Nabellen offertes;26.01.2012-17:23:36;11180
6543;W_Afhandelen leads;16.01.2012-10:33:00;10929
6543;W_Completeren aanvraag;16.01.2012-14:48:26;10889
6543;W_Completeren aanvraag;16.01.2012-15:03:48;10863
6543;W_Completeren aanvraag;16.01.2012-15:13:58;10889
6543;W_Completeren aanvraag;16.01.2012-15:34:26;10889
6544;W_Afhandelen leads;16.01.2012-14:44:09;10932
6544;W_Afhandelen leads;16.01.2012-14:49:21;10863
6544;W_Completeren aanvraag;16.01.2012-15:24:19;11003
6544;W_Completeren aanvraag;16.01.2012-18:29:28;11201
6544;W_Completeren aanvraag;18.01.2012-13:13:48;11169
6544;W_Completeren aanvraag;23.01.2012-13:31:49;11019
6544;W_Completeren aanvraag;14.02.2012-12:42:49;10982
6544;W_Completeren aanvraag;16.02.2012-08:15:17;10982
6545;W_Completeren aanvraag;16.01.2012-13:47:34;10910
6545;W_Completeren aanvraag;16.01.2012-18:25:00;11201
6545;W_Completeren aanvraag;17.01.2012-12:48:57;11201
6545;W_Completeren aanvraag;17.01.2012-16:16:13;10863
6545;W_Completeren aanvraag;17.01.2012-20:09:12;10889
6545;W_Nabellen offertes;17.01.2012-20:10:06;10889
6545;W_Nabellen offertes;24.01.2012-08:21:09;11000
6545;W_Nabellen offertes;26.01.2012-14:54:14;10909
6545;W_Nabellen offertes;28.01.2012-11:54:54;11181
6545;W_Nabellen offertes;30.01.2012-19:10:55;10881
6545;W_Nabellen offertes;01.02.2012-10:11:27;10861
6545;W_Nabellen offertes;17.02.2012-08:15:41;10861
6546;W_Afhandelen leads;16.01.2012-10:14:18;10932
6546;W_Completeren aanvraag;16.01.2012-14:14:16;10913
6546;W_Completeren aanvraag;16.01.2012-14:26:42;11121
6546;W_Nabellen offertes;16.01.2012-14:30:00;11121
6546;W_Nabellen offertes;23.01.2012-14:48:38;11180
6546;W_Nabellen offertes;30.01.2012-13:36:20;11201
6547;W_Afhandelen leads;16.01.2012-09:38:05;10909
6547;W_Afhandelen leads;16.01.2012-09:42:03;10932
6548;W_Completeren aanvraag;16.01.2012-09:40:02;10910
6548;W_Nabellen offertes;18.01.2012-09:35:09;11169
6548;W_Nabellen offertes;23.01.2012-11:07:15;10889
6548;W_Nabellen offertes;23.01.2012-11:53:28;11259
6548;W_Valideren aanvraag;26.01.2012-11:09:06;10609
6548;W_Valideren aanvraag;26.01.2012-12:40:59;10609
6549;W_Completeren aanvraag;16.01.2012-14:12:36;10910
6549;W_Completeren aanvraag;16.01.2012-18:23:39;11201
6549;W_Completeren aanvraag;16.01.2012-18:35:29;11201
6549;W_Completeren aanvraag;16.01.2012-18:52:23;10861
6549;W_Completeren aanvraag;17.01.2012-12:53:29;11201
6549;W_Completeren aanvraag;20.01.2012-11:34:18;11000
6549;W_Completeren aanvraag;14.02.2012-16:49:33;11203
6549;W_Completeren aanvraag;16.02.2012-08:15:23;11203
6550;W_Completeren aanvraag;16.01.2012-14:01:45;10889
6550;W_Completeren aanvraag;16.01.2012-18:23:13;11201
6550;W_Completeren aanvraag;20.01.2012-09:41:03;11000
6550;W_Completeren aanvraag;27.01.2012-09:34:04;11169
6550;W_Completeren aanvraag;03.02.2012-12:51:35;11203
6550;W_Completeren aanvraag;04.02.2012-14:42:07;-1
6550;W_Completeren aanvraag;06.02.2012-10:39:46;11201
6550;W_Completeren aanvraag;13.02.2012-11:46:25;10909
6550;W_Completeren aanvraag;16.02.2012-08:15:26;10909
6551;W_Afhandelen leads;16.01.2012-10:28:08;10932
6552;W_Completeren aanvraag;16.01.2012-14:16:27;11003
6552;W_Completeren aanvraag;16.01.2012-14:30:11;11003
6552;W_Completeren aanvraag;16.01.2012-15:06:56;11121
6552;W_Nabellen offertes;16.01.2012-15:07:59;11121
6552;W_Nabellen offertes;23.01.2012-15:41:50;10909
6552;W_Nabellen offertes;23.01.2012-15:44:11;11180
6552;W_Nabellen offertes;26.01.2012-14:27:41;10909
6552;W_Nabellen offertes;28.01.2012-11:54:10;10913
6552;W_Nabellen offertes;30.01.2012-17:42:54;10881
6552;W_Nabellen offertes;01.02.2012-14:04:51;10861
6552;W_Nabellen offertes;01.02.2012-14:05:44;10861
6552;W_Nabellen offertes;01.02.2012-14:07:14;10861
6552;W_Nabellen offertes;01.02.2012-14:44:47;10861
6552;W_Nabellen offertes;09.02.2012-13:12:49;11203
6552;W_Nabellen offertes;10.02.2012-10:08:24;10789
6552;W_Valideren aanvraag;14.02.2012-13:05:47;10609
6552;W_Valideren aanvraag;14.02.2012-13:37:40;10629
6552;W_Nabellen incomplete dossiers;14.02.2012-17:20:50;10861
6552;W_Valideren aanvraag;15.02.2012-07:22:48;10629
6553;W_Afhandelen leads;16.01.2012-10:39:56;10929
6553;W_Completeren aanvraag;16.01.2012-14:35:31;10889
6553;W_Nabellen offertes;24.01.2012-05:15:04;10889
6553;W_Nabellen offertes;24.01.2012-13:01:36;10889
6553;W_Nabellen offertes;26.01.2012-18:06:26;11180
6553;W_Nabellen offertes;28.01.2012-14:25:37;10982
6553;W_Nabellen offertes;30.01.2012-15:46:07;11201
6553;W_Nabellen offertes;31.01.2012-15:36:22;11259
6553;W_Valideren aanvraag;03.02.2012-09:18:39;10138
6553;W_Valideren aanvraag;03.02.2012-09:34:28;10138
6553;W_Valideren aanvraag;03.02.2012-10:45:55;10138
6554;W_Afhandelen leads;16.01.2012-10:41:48;10929
6555;W_Afhandelen leads;16.01.2012-10:47:22;10932
6556;W_Afhandelen leads;16.01.2012-10:58:45;10910
6556;W_Completeren aanvraag;16.01.2012-11:00:42;10910
6556;W_Completeren aanvraag;16.01.2012-11:01:25;10910
6556;W_Completeren aanvraag;16.01.2012-11:02:05;10910
6556;W_Completeren aanvraag;16.01.2012-11:21:05;10910
6557;W_Afhandelen leads;16.01.2012-12:51:32;10929
6558;W_Completeren aanvraag;16.01.2012-11:25:03;10909
6558;W_Completeren aanvraag;16.01.2012-11:33:41;10909
6558;W_Nabellen offertes;16.01.2012-11:42:35;10909
6558;W_Nabellen offertes;16.01.2012-13:32:41;10909
6559;W_Afhandelen leads;16.01.2012-12:48:30;10929
6560;W_Afhandelen leads;16.01.2012-12:54:01;10929
6561;W_Afhandelen leads;16.01.2012-12:59:29;10929
6561;W_Completeren aanvraag;16.01.2012-15:03:50;10929
6561;W_Completeren aanvraag;16.01.2012-15:14:20;10929
6561;W_Nabellen offertes;16.01.2012-15:17:13;10929
6561;W_Nabellen offertes;16.01.2012-16:01:50;10929
6561;W_Nabellen offertes;16.01.2012-16:05:55;10929
6561;W_Nabellen offertes;23.01.2012-15:46:40;11180
6561;W_Nabellen offertes;23.01.2012-16:14:27;11203
6561;W_Nabellen offertes;23.01.2012-16:30:03;11203
6561;W_Nabellen offertes;25.01.2012-08:30:41;11169
6561;W_Nabellen offertes;26.01.2012-10:35:25;10899
6561;W_Valideren aanvraag;26.01.2012-12:21:13;10629
6561;W_Nabellen incomplete dossiers;26.01.2012-13:30:43;10913
6561;W_Nabellen incomplete dossiers;26.01.2012-13:40:26;10909
6561;W_Nabellen incomplete dossiers;26.01.2012-18:29:09;11002
6561;W_Valideren aanvraag;27.01.2012-06:38:24;10629
6561;W_Nabellen incomplete dossiers;27.01.2012-06:39:33;10629
6562;W_Completeren aanvraag;16.01.2012-12:46:42;10929
6562;W_Nabellen offertes;23.01.2012-13:50:29;11180
6562;W_Nabellen offertes;04.02.2012-14:09:29;10931
6562;W_Nabellen offertes;07.02.2012-19:50:25;11009
6562;W_Nabellen offertes;08.02.2012-09:38:34;11259
6562;W_Valideren aanvraag;10.02.2012-12:02:07;10629
6562;W_Valideren aanvraag;10.02.2012-12:50:23;10629
6563;W_Afhandelen leads;16.01.2012-13:03:00;10910
6563;W_Completeren aanvraag;16.01.2012-15:00:02;10889
6563;W_Nabellen offertes;16.01.2012-15:02:10;10889
6563;W_Nabellen offertes;16.01.2012-15:03:32;10889
6563;W_Nabellen offertes;23.01.2012-15:40:44;10909
6563;W_Nabellen offertes;24.01.2012-13:30:24;10889
6563;W_Nabellen offertes;26.01.2012-18:09:10;11180
6564;W_Completeren aanvraag;16.01.2012-12:43:19;10609
6564;W_Nabellen offertes;16.01.2012-12:44:38;10609
6564;W_Valideren aanvraag;16.01.2012-13:04:11;10609
6564;W_Nabellen incomplete dossiers;16.01.2012-13:30:47;10910
6564;W_Nabellen incomplete dossiers;16.01.2012-14:50:25;11259
6564;W_Valideren aanvraag;17.01.2012-06:52:35;10609
6564;W_Nabellen incomplete dossiers;17.01.2012-08:06:56;10910
6564;W_Nabellen incomplete dossiers;17.01.2012-08:36:59;-1
6564;W_Nabellen incomplete dossiers;17.01.2012-09:29:52;10910
6564;W_Nabellen incomplete dossiers;17.01.2012-12:41:27;10899
6564;W_Valideren aanvraag;17.01.2012-13:30:20;10609
6564;W_Nabellen incomplete dossiers;17.01.2012-14:41:04;10910
6564;W_Nabellen incomplete dossiers;17.01.2012-15:18:36;10929
6564;W_Nabellen incomplete dossiers;17.01.2012-15:25:05;10910
6564;W_Nabellen incomplete dossiers;18.01.2012-09:07:28;10899
6564;W_Valideren aanvraag;18.01.2012-12:43:29;10809
6565;W_Afhandelen leads;16.01.2012-12:52:40;10910
6565;W_Completeren aanvraag;16.01.2012-14:12:49;10929
6565;W_Nabellen offertes;16.01.2012-14:13:03;10929
6565;W_Nabellen offertes;16.01.2012-14:14:09;10929
6565;W_Nabellen offertes;16.01.2012-14:14:50;10929
6565;W_Nabellen offertes;16.01.2012-14:15:41;10929
6565;W_Nabellen offertes;16.01.2012-14:18:42;10929
6565;W_Nabellen offertes;23.01.2012-14:46:22;10889
6565;W_Nabellen offertes;25.01.2012-10:50:37;11259
6565;W_Valideren aanvraag;30.01.2012-10:57:49;10138
6566;W_Completeren aanvraag;16.01.2012-14:42:00;10929
6566;W_Nabellen offertes;23.01.2012-14:51:28;10889
6566;W_Nabellen offertes;25.01.2012-09:22:06;11259
6566;W_Valideren aanvraag;25.01.2012-17:08:44;10909
6566;W_Valideren aanvraag;31.01.2012-07:48:31;10809
6566;W_Nabellen incomplete dossiers;31.01.2012-10:02:24;11000
6566;W_Nabellen incomplete dossiers;31.01.2012-10:06:21;11000
6566;W_Nabellen incomplete dossiers;31.01.2012-15:46:40;11169
6566;W_Nabellen incomplete dossiers;31.01.2012-19:09:13;11122
6566;W_Nabellen incomplete dossiers;31.01.2012-19:20:48;11122
6566;W_Nabellen incomplete dossiers;01.02.2012-09:20:05;10982
6566;W_Nabellen incomplete dossiers;01.02.2012-16:16:03;11180
6566;W_Nabellen incomplete dossiers;02.02.2012-09:13:35;11049
6566;W_Valideren aanvraag;02.02.2012-13:54:14;10972
6566;W_Valideren aanvraag;03.02.2012-11:56:02;10809
6566;W_Valideren aanvraag;03.02.2012-12:27:28;10809
6566;W_Valideren aanvraag;03.02.2012-13:42:10;10809
6566;W_Valideren aanvraag;03.02.2012-15:23:33;10809
6567;W_Completeren aanvraag;16.01.2012-14:01:56;10910
6567;W_Nabellen offertes;23.01.2012-09:52:31;11049
6567;W_Valideren aanvraag;23.01.2012-14:25:45;10909
6567;W_Valideren aanvraag;23.01.2012-18:30:06;10629
6567;W_Nabellen incomplete dossiers;23.01.2012-18:30:42;10629
6567;W_Nabellen incomplete dossiers;23.01.2012-18:31:33;10629
6567;W_Nabellen incomplete dossiers;23.01.2012-19:19:50;10982
6567;W_Nabellen incomplete dossiers;24.01.2012-07:13:14;11049
6567;W_Valideren aanvraag;24.01.2012-07:26:34;10629
6567;W_Valideren aanvraag;24.01.2012-08:36:39;10629
6567;W_Nabellen incomplete dossiers;24.01.2012-10:29:32;11002
6567;W_Nabellen incomplete dossiers;24.01.2012-12:54:52;10913
6567;W_Nabellen incomplete dossiers;24.01.2012-15:07:24;10889
6567;W_Nabellen incomplete dossiers;24.01.2012-15:08:44;10889
6567;W_Nabellen incomplete dossiers;24.01.2012-15:30:11;10889
6567;W_Nabellen incomplete dossiers;24.01.2012-15:30:28;10889
6567;W_Nabellen incomplete dossiers;25.01.2012-16:26:08;10899
6567;W_Valideren aanvraag;26.01.2012-09:38:53;10629
6568;W_Completeren aanvraag;16.01.2012-14:50:40;10910
6568;W_Completeren aanvraag;16.01.2012-14:55:50;10932
6568;W_Completeren aanvraag;16.01.2012-16:37:25;10863
6568;W_Completeren aanvraag;16.01.2012-17:51:57;10913
6568;W_Completeren aanvraag;16.01.2012-18:04:53;11201
6568;W_Completeren aanvraag;17.01.2012-12:21:34;11201
6568;W_Completeren aanvraag;17.01.2012-16:14:26;11201
6568;W_Completeren aanvraag;18.01.2012-13:53:34;11169
6568;W_Completeren aanvraag;18.01.2012-18:39:16;10861
6568;W_Completeren aanvraag;19.01.2012-11:01:27;-1
6568;W_Completeren aanvraag;19.01.2012-11:24:26;-1
6568;W_Completeren aanvraag;19.01.2012-17:09:39;11119
6568;W_Completeren aanvraag;19.01.2012-18:24:24;11119
6568;W_Completeren aanvraag;20.01.2012-12:57:26;11000
6568;W_Completeren aanvraag;16.02.2012-08:15:28;11000
6569;W_Completeren aanvraag;16.01.2012-14:59:45;10910
6569;W_Nabellen offertes;23.01.2012-15:12:13;10909
6569;W_Nabellen offertes;30.01.2012-16:14:28;10881
6569;W_Nabellen offertes;30.01.2012-16:24:30;10881
6569;W_Nabellen offertes;16.02.2012-08:15:50;10881
6570;W_Afhandelen leads;16.01.2012-13:13:53;10889
6570;W_Afhandelen leads;16.01.2012-13:14:55;10889
6570;W_Afhandelen leads;16.01.2012-13:20:00;10929
6571;W_Afhandelen leads;16.01.2012-13:12:41;10889
6572;W_Afhandelen leads;16.01.2012-13:24:29;10929
6572;W_Completeren aanvraag;16.01.2012-14:59:10;10932
6572;W_Completeren aanvraag;16.01.2012-18:37:47;10861
6572;W_Nabellen offertes;16.01.2012-18:56:20;10861
6572;W_Nabellen offertes;23.01.2012-18:22:11;11203
6572;W_Nabellen offertes;23.01.2012-19:49:32;11203
6572;W_Nabellen offertes;26.01.2012-14:19:02;10909
6572;W_Nabellen offertes;26.01.2012-15:38:39;11181
6572;W_Nabellen offertes;26.01.2012-15:58:25;10913
6572;W_Nabellen offertes;02.02.2012-12:23:37;11259
6572;W_Valideren aanvraag;08.02.2012-06:56:20;10609
6573;W_Afhandelen leads;16.01.2012-13:44:21;10910
6574;W_Afhandelen leads;16.01.2012-14:03:41;10910
6575;W_Afhandelen leads;16.01.2012-14:08:27;10910
6576;W_Afhandelen leads;16.01.2012-14:24:16;10863
6577;W_Completeren aanvraag;16.01.2012-15:12:06;10889
6577;W_Completeren aanvraag;16.01.2012-15:24:57;10913
6577;W_Completeren aanvraag;16.01.2012-16:03:38;10932
6577;W_Nabellen offertes;23.01.2012-17:02:49;11203
6577;W_Nabellen offertes;26.01.2012-14:38:01;10909
6577;W_Nabellen offertes;30.01.2012-16:14:48;10881
6577;W_Nabellen offertes;30.01.2012-16:28:20;10881
6577;W_Nabellen offertes;16.02.2012-08:15:55;10881
6578;W_Completeren aanvraag;16.01.2012-15:11:57;10913
6578;W_Completeren aanvraag;17.01.2012-10:59:29;11169
6578;W_Completeren aanvraag;17.01.2012-13:37:45;11201
6578;W_Completeren aanvraag;17.01.2012-16:58:02;10929
6578;W_Nabellen offertes;17.01.2012-17:01:13;10929
6578;W_Nabellen offertes;17.01.2012-18:01:06;10929
6578;W_Nabellen offertes;17.01.2012-18:01:23;10929
6578;W_Nabellen offertes;23.01.2012-14:18:54;10932
6578;W_Nabellen offertes;28.01.2012-15:43:41;10909
6578;W_Nabellen offertes;28.01.2012-15:46:17;11181
6578;W_Nabellen offertes;30.01.2012-14:16:23;11180
6578;W_Nabellen offertes;07.02.2012-09:03:35;11259
6578;W_Valideren aanvraag;10.02.2012-10:46:04;11289
6578;W_Valideren aanvraag;10.02.2012-11:27:23;11289
6578;W_Valideren aanvraag;10.02.2012-11:46:38;11289
6578;W_Nabellen incomplete dossiers;10.02.2012-14:54:48;11181
6578;W_Nabellen incomplete dossiers;10.02.2012-15:01:43;11181
6578;W_Nabellen incomplete dossiers;10.02.2012-15:48:29;11181
6578;W_Nabellen incomplete dossiers;15.02.2012-19:17:26;11019
6578;W_Nabellen incomplete dossiers;16.02.2012-08:18:39;10912
6578;W_Nabellen incomplete dossiers;16.02.2012-10:31:30;11000
6578;W_Nabellen incomplete dossiers;16.02.2012-14:08:18;11000
6578;W_Nabellen incomplete dossiers;16.02.2012-18:13:47;10982
6578;W_Nabellen incomplete dossiers;21.02.2012-09:35:08;10913
6578;W_Nabellen incomplete dossiers;22.02.2012-10:05:29;10861
6578;W_Nabellen incomplete dossiers;22.02.2012-13:09:44;11019
6578;W_Nabellen incomplete dossiers;22.02.2012-17:36:19;11203
6578;W_Nabellen incomplete dossiers;23.02.2012-09:22:24;10913
6578;W_Nabellen incomplete dossiers;23.02.2012-16:36:20;10881
6578;W_Nabellen incomplete dossiers;24.02.2012-09:21:32;10913
6578;W_Nabellen incomplete dossiers;24.02.2012-13:45:43;11121
6578;W_Nabellen incomplete dossiers;24.02.2012-18:37:25;10931
6578;W_Nabellen incomplete dossiers;25.02.2012-10:09:03;10931
6578;W_Nabellen incomplete dossiers;27.02.2012-09:49:31;10935
6578;W_Nabellen incomplete dossiers;27.02.2012-19:35:45;11181
6578;W_Nabellen incomplete dossiers;28.02.2012-17:39:16;11169
6578;W_Nabellen incomplete dossiers;28.02.2012-17:42:18;11169
6578;W_Nabellen incomplete dossiers;29.02.2012-08:41:03;10861
6578;W_Nabellen incomplete dossiers;29.02.2012-15:06:24;11169
6578;W_Nabellen incomplete dossiers;29.02.2012-19:01:14;11180
6578;W_Valideren aanvraag;01.03.2012-10:47:56;11259
6578;W_Nabellen incomplete dossiers;01.03.2012-10:49:12;11259
6578;W_Nabellen incomplete dossiers;01.03.2012-11:15:08;11180
6578;W_Nabellen incomplete dossiers;01.03.2012-11:52:07;11203
6579;W_Completeren aanvraag;16.01.2012-15:22:14;10913
6579;W_Completeren aanvraag;16.01.2012-15:56:08;10932
6579;W_Nabellen offertes;23.01.2012-16:59:55;11203
6579;W_Nabellen offertes;25.01.2012-13:48:24;10861
6579;W_Nabellen offertes;06.02.2012-09:46:43;11203
6579;W_Nabellen offertes;08.02.2012-19:25:22;10881
6579;W_Nabellen offertes;09.02.2012-10:37:36;11180
6579;W_Nabellen offertes;14.02.2012-08:14:58;11203
6579;W_Nabellen offertes;14.02.2012-08:15:17;11203
6579;W_Nabellen offertes;15.02.2012-12:50:37;11121
6579;W_Nabellen offertes;15.02.2012-12:51:16;11121
6579;W_Nabellen offertes;16.02.2012-08:15:52;11121
6580;W_Afhandelen leads;16.01.2012-14:47:04;10863
6581;W_Completeren aanvraag;16.01.2012-15:26:18;11121
6581;W_Completeren aanvraag;16.01.2012-15:29:26;11121
6581;W_Completeren aanvraag;16.01.2012-15:34:48;11121
6581;W_Nabellen offertes;16.01.2012-15:36:12;11121
6581;W_Nabellen offertes;18.01.2012-18:03:00;10929
6581;W_Nabellen offertes;18.01.2012-18:03:13;10929
6581;W_Nabellen offertes;25.01.2012-18:49:20;-1
6581;W_Nabellen offertes;25.01.2012-18:53:49;10909
6581;W_Nabellen offertes;30.01.2012-10:28:00;11259
6581;W_Valideren aanvraag;02.02.2012-15:49:27;10609
6581;W_Nabellen incomplete dossiers;02.02.2012-19:09:23;11181
6581;W_Nabellen incomplete dossiers;02.02.2012-19:54:18;10913
6581;W_Nabellen incomplete dossiers;03.02.2012-10:02:04;10899
6581;W_Valideren aanvraag;03.02.2012-10:03:37;10609
6581;W_Valideren aanvraag;03.02.2012-10:34:39;10609
6581;W_Nabellen incomplete dossiers;03.02.2012-11:44:54;11169
6581;W_Nabellen incomplete dossiers;03.02.2012-13:08:50;11122
6581;W_Nabellen incomplete dossiers;03.02.2012-13:12:31;11122
6581;W_Nabellen incomplete dossiers;03.02.2012-13:37:24;11122
6581;W_Nabellen incomplete dossiers;06.02.2012-08:55:36;11049
6581;W_Valideren aanvraag;06.02.2012-11:28:13;10609
6581;W_Valideren aanvraag;06.02.2012-12:09:34;10609
6581;W_Nabellen incomplete dossiers;06.02.2012-12:28:36;10609
6581;W_Nabellen incomplete dossiers;06.02.2012-18:25:08;11002
6581;W_Nabellen incomplete dossiers;07.02.2012-07:38:06;11049
6581;W_Valideren aanvraag;07.02.2012-08:36:26;10609
6582;W_Afhandelen leads;16.01.2012-14:59:09;10863
6582;W_Completeren aanvraag;16.01.2012-15:29:20;10910
6582;W_Completeren aanvraag;16.01.2012-16:00:15;10910
6582;W_Nabellen offertes;23.01.2012-16:53:50;11203
6582;W_Nabellen offertes;24.01.2012-10:08:23;11000
6582;W_Nabellen offertes;24.01.2012-10:39:01;11000
6582;W_Nabellen offertes;24.01.2012-14:25:48;11003
6582;W_Nabellen offertes;24.01.2012-14:26:36;11003
6582;W_Nabellen offertes;01.02.2012-05:15:07;10931
6582;W_Nabellen offertes;01.02.2012-10:15:48;10861
6582;W_Nabellen offertes;01.02.2012-10:23:46;11000
6582;W_Nabellen offertes;01.02.2012-15:39:39;11259
6582;W_Valideren aanvraag;06.02.2012-14:09:21;10609
6583;W_Afhandelen leads;16.01.2012-15:12:49;11003
6584;W_Afhandelen leads;16.01.2012-15:23:14;10972
6584;W_Completeren aanvraag;16.01.2012-15:30:17;10972
6584;W_Nabellen offertes;16.01.2012-15:32:54;10972
6584;W_Valideren aanvraag;16.01.2012-15:46:30;10972
6584;W_Nabellen incomplete dossiers;16.01.2012-15:49:58;10910
6584;W_Nabellen incomplete dossiers;16.01.2012-16:20:03;10861
6584;W_Nabellen incomplete dossiers;16.01.2012-17:34:11;10861
6584;W_Nabellen incomplete dossiers;16.01.2012-19:03:05;-1
6584;W_Valideren aanvraag;17.01.2012-08:05:52;10972
6585;W_Completeren aanvraag;16.01.2012-15:48:17;11121
6585;W_Nabellen offertes;23.01.2012-15:51:46;11180
6585;W_Nabellen offertes;08.02.2012-10:56:24;11179
6585;W_Nabellen offertes;08.02.2012-17:50:31;10933
6585;W_Nabellen offertes;08.02.2012-18:26:29;10881
6585;W_Nabellen offertes;15.02.2012-13:14:14;11259
6585;W_Valideren aanvraag;16.02.2012-11:10:43;10629
6585;W_Valideren aanvraag;16.02.2012-11:26:55;10609
6585;W_Valideren aanvraag;16.02.2012-11:39:38;10629
6585;W_Nabellen incomplete dossiers;16.02.2012-13:15:14;11000
6585;W_Nabellen incomplete dossiers;16.02.2012-17:48:41;10982
6585;W_Nabellen incomplete dossiers;21.02.2012-09:28:24;10913
6585;W_Nabellen incomplete dossiers;22.02.2012-07:41:39;11049
6585;W_Valideren aanvraag;23.02.2012-07:35:22;10972
6585;W_Valideren aanvraag;23.02.2012-08:53:29;10629
6586;W_Completeren aanvraag;16.01.2012-15:40:48;11003
6586;W_Completeren aanvraag;16.01.2012-15:48:33;10929
6586;W_Completeren aanvraag;16.01.2012-17:12:00;10913
6586;W_Completeren aanvraag;16.01.2012-17:19:06;10913
6587;W_Afhandelen leads;16.01.2012-15:39:11;10863
6588;W_Afhandelen leads;16.01.2012-16:22:11;10228
6589;W_Afhandelen leads;16.01.2012-17:29:35;10863
6589;W_Afhandelen leads;16.01.2012-18:38:22;11122
6589;W_Afhandelen leads;16.01.2012-18:56:13;10863
6590;W_Completeren aanvraag;16.01.2012-18:32:37;11201
6591;W_Afhandelen leads;16.01.2012-18:50:40;10863
6592;W_Completeren aanvraag;16.01.2012-18:35:00;11201
6592;W_Completeren aanvraag;16.01.2012-18:43:27;11122
6592;W_Completeren aanvraag;16.01.2012-18:50:49;11122
6592;W_Nabellen offertes;16.01.2012-19:09:22;11122
6592;W_Nabellen offertes;17.01.2012-15:19:53;11049
6592;W_Nabellen offertes;17.01.2012-15:52:58;11259
6592;W_Nabellen offertes;20.01.2012-09:28:10;10789
